Listing_Address,Zip_code,Listing_Status,Listing_Type,Price,Sold_Date,Num_Bedrooms,Num_Bathrooms,Sqft,Parking,Hoa_Fees,Year_Built
1737 N Paulina St APT 101,,Sold,Condo,425000,04/13/20,2,2,1700,Y,392,1904
1610 W Webster Ave,,Sold,Single Family,4700000,01/12/20,,--,,N,129,1947
None,,,Contact manager,N/A,N/A,1,1,,"Pets:Cats, small dogs",1,ondo
2315 W Armitage Ave #2,,Sold,Condo,753000,08/01/19,3,3,2000,Y,268,2017
2129 W Moffat St,,Sold,Multi Family,958000,07/31/19,4,4,No Data,Y,N/A,1892
1243 W Lyndale St,,Sold,Multi Family,675000,05/20/20,4,2,No Data,Y,175,1877
2221 N Leavitt St #1,,Sold,Condo,980000,01/30/20,5,4,5200,Y,200,2015
2333 W Saint Paul Ave APT 219,,Sold,Condo,472000,07/22/20,2,2,1470,Y,411,2017
2128 N Claremont Ave,,Sold,Single Family,490000,07/13/20,2,1,,Y,N/A,1959
1825 N Winnebago Ave #P-9,,Sold,Single Family,420000,12/26/19,,--,,N,365,2001
2007 W Churchill St APT 206,,Sold,Condo,407000,03/02/20,2,2,1000,Y,338,2001
2112 W Armitage Ave APT GS,,Sold,Condo,237000,06/11/20,2,1,No Data,Y,189,1964
2027 N Winchester Ave,,Sold,Single Family,975000,02/19/20,5,4,3600,Y,N/A,2003
2333 N Leavitt St APT 1S,,Sold,Condo,550500,06/30/20,4,3,2400,Y,188,1997
2219 W Lyndale St #2,,Sold,Condo,734500,01/13/20,3,3,2000,Y,220,2016
1733 N Hoyne Ave,,Sold,Single Family,1227000,08/15/19,5,3,3400,Y,348,1889
2035 N Honore St,,Sold,Single Family,968000,06/05/20,4,4,4000,Y,N/A,1999
2332 N Hamilton Ave APT 2A,,Sold,Condo,269000,07/02/20,1,1,No Data,Y,130,2004
1820 N Paulina St #2,,Sold,Apartment,2275,05/19/20,2,1,,Y,N/A,Data
2001 W Wabansia Ave APT 102,,Sold,Condo,615000,02/28/20,2,2,2200,Y,311,1996
2219 W Mclean Ave,,Sold,Single Family,2850000,02/05/20,4,3.,,Y,N/A,2010
2012 W Saint Paul Ave #G159,,Sold,Condo,417500,12/10/19,,--,,N,372,1969
2300 W Saint Paul Ave,,Sold,Multi Family,435000,07/27/20,2,2,1300,Y,712,2001
1728 N Damen Ave #1-302,,Sold,Condo,338000,11/18/19,,--,,N,345,1969
2237 W Medill Ave #1,,Sold,Condo,415000,07/09/20,,--,,N,N/A,1896
1615 N Wolcott Ave APT 204,,Sold,Condo,819000,03/15/20,,--,,N,513,Data
1954 N Damen Ave #2,,Sold,Condo,475000,04/15/20,2,2,1450,Y,145,2005
2221 N Leavitt St #1,,Sold,Condo,980000,02/20/20,,--,,N,N/A,Data
1618 N Oakley Ave #3N,,Sold,Condo,547500,12/16/19,2,2,1900,Y,233,1998
1830 N Winchester Ave APT 115,,Sold,Condo,515000,11/12/19,3,2,1464,Y,383,1995
1653 W Cortland St APT 2,,Sold,Condo,362000,10/11/19,3,2,,Y,225,2002
2140 W Moffat St,,Sold,Single Family,1335000,04/06/20,4,4,3200,Y,N/A,1892
2017 W Dickens Ave,,Sold,Single Family,1379375,11/08/19,5,4,3400,Y,N/A,2019
None,,,Single Family,N/A,",025,653",5,5,5000,Y,N/A,2001
1877 N Winnebago Ave #3E,,Sold,Condo,535000,04/16/20,3,2,1800,Y,374,2003
2243 W Armitage Ave #2,,Sold,Condo,900000,04/20/20,,--,,N,N/A,Data
2045 W Concord Pl APT 604,,Sold,Condo,494000,08/27/20,2,2,No Data,Y,381,2002
2108 W North Ave APT 2N,,Sold,Condo,260000,12/17/19,2,1,No Data,N,308,1910
2236 W Armitage Ave APT 304,,Sold,Condo,529555,08/17/20,3,2,1700,Y,348,2001
2012 W Saint Paul Ave #4-301,,Sold,Condo,450000,03/31/20,2,2,1392,N,345,1996
2119 W Mclean Ave,,Sold,Single Family,1381500,07/24/20,4,4,No Data,Y,N/A,2017
1615 N Wolcott Ave APT 301,,Sold,Condo,645000,03/19/20,,--,,N,513,Data
2015 W Concord Pl #A,,Sold,Condo,330000,07/29/20,2,1.,,Y,245,1890
2112 W Cortland St #1,,Sold,Condo,799000,07/20/20,4,4,No Data,Y,300,Data
1615 N Claremont Ave APT 3S,,Sold,Condo,460000,08/01/19,2,2,1400,Y,182,1999
1825 N Winnebago Ave APT 302,,Sold,Condo,490000,11/07/19,,--,,N,365,2001
2046 W Willow St APT A,,Sold,Condo,869000,07/17/20,4,3,2380,Y,280,1995
2108 W North Ave APT 2N,,Sold,Condo,260000,01/09/20,,--,,N,N/A,1911
1649 W Grand Ave,,Sold,Condo,657500,10/08/19,,--,,N,N/A,Data
1470 W Ohio St,,Sold,Condo,425000,01/07/20,3,3,No Data,Y,153,2008
2112 W Race Ave,,Sold,Single Family,1131500,09/11/19,4,4,4200,Y,N/A,2008
401 N Aberdeen St UNIT 2N,,Sold,Condo,770000,07/29/20,3,3,,Y,N/A,1888
155 N Aberdeen St UNIT 202,,Sold,Condo,645000,09/30/19,2,2,No Data,Y,312,2008
740 W Fulton St APT 1403,,Sold,Condo,928000,01/12/20,,--,,N,N/A,2005
1522 W Superior St,,Sold,Multi Family,862000,10/18/19,9,7,5100,Y,N/A,1887
1218 W Huron St #2,,Sold,Condo,320000,03/30/20,2,1,1100,Y,120,2007
1260 W Washington Blvd #P-7,,Sold,Single Family,480000,08/20/19,,--,,N,3,1998
756 N Leavitt St APT 2NE,,Sold,Condo,635000,09/16/19,3,3,No Data,Y,387,2014
1340 W Hubbard St #2,,Sold,Condo,280000,09/02/20,2,2,1200,Y,153,2003
1801 W Grand Ave,,Sold,N/A,1590000,03/08/20,2,N/A,N/A,N/A,N/A,N/A
1000 W Washington Blvd,,Sold,Apartment,307500,08/25/19,2,2,,Y,504,1882
1746 W Huron St APT 2E,,Sold,Condo,400000,02/05/20,2,2,1400,Y,241,1889
703 N Hoyne Ave,,Sold,Condo,591500,09/16/19,3,3,2200,Y,N/A,1995
740 W Fulton Market St #1403,,Sold,Apartment,928000,01/08/20,2,2,,Y,1157,2009
1459 W Grand Ave APT 1,,Sold,Condo,741000,11/15/19,4,4,2950,Y,192,2015
505 N Hartland Ct,,Sold,Single Family,1100000,01/08/20,,--,,N,N/A,Data
1653 W Huron St #2,,Sold,Condo,385000,07/13/20,2,2,1250,N,120,2001
1260 W Washington Blvd APT 402,,Sold,Condo,480000,08/20/19,2,2,No Data,Y,401,2002
745 N Wolcott Ave #6,,Sold,Condo,395000,04/19/20,,--,,N,212,1893
100 N Hermitage Ave UNIT 701,,Sold,Condo,297000,07/31/20,2,2,1318,Y,565,2006
737 W Washington Blvd APT 1803,,Sold,Condo,542000,02/09/20,,--,,N,836,2000
11 N Green St #P13,,Sold,Single Family,950000,07/20/20,,--,,N,N/A,1915
1046 W Fulton Market APT 3,,Sold,Condo,538000,01/01/20,3,2,1600,Y,250,1998
1400 W Fulton St,,Sold,Single Family,300000,03/08/20,,--,,N,N/A,1982
720 N Ada St #2,,Sold,Condo,430000,12/23/19,2,2,1229,Y,148,2019
1437 W Grand Ave #1N,,Sold,Condo,780000,04/24/20,4,3,3000,Y,190,2019
1518 W Ohio St #1,,Sold,Multi Family,675000,06/15/20,3,3,,Y,195,2002
1827 W Erie St,,Sold,Single Family,1459900,06/29/20,5,6,4000,Y,N/A,2019
650 N Wood St APT 3N,,Sold,Condo,440000,10/16/19,2,2,,N,266,2012
1000 W Washington Blvd,,Sold,Condo,460000,11/07/19,,--,,N,150,1907
2044 W Grand Ave,,Sold,Single Family,450000,05/06/20,3,2,3000,N,N/A,1873
1913 W Ferdinand St,,Sold,N/A,2850000,01/09/20,2,N/A,N/A,N/A,N/A,N/A
1319 W Chicago Ave UNIT 3,,Sold,Apartment,315000,10/11/19,2,2,,Y,115,2003
2511 W Superior St,,Sold,Single Family,365000,02/03/20,3,3,734,Y,N/A,1890
2113 W Chicago Ave APT 4,,Sold,Condo,385000,11/12/19,2,2,1450,Y,130,2005
2055 W Ohio St,,Sold,Single Family,705000,05/22/20,4,4,3200,Y,N/A,1888
1301 W Ohio St APT 4,,Sold,Condo,587000,08/26/19,3,2,No Data,Y,276,1888
2401 W Ohio St UNIT 34,,Sold,Condo,360000,10/29/19,2,1,1400,Y,324,1909
500 N Damen Ave APT 306,,Sold,Condo,225200,07/30/20,1,1,1000,Y,216,2006
1718 W Superior St APT 1E,,Sold,Condo,730000,09/17/20,3,3,2700,Y,160,2007
1851 W Chicago Ave APT 2F,,Sold,Apartment,1558,09/17/20,2,1,,Y,N/A,2017
1649 W Grand Ave,,Sold,Condo,657500,10/08/19,,--,,N,N/A,Data
1436 W Huron St #1,,Sold,Condo,475000,01/26/20,3,3,2400,Y,150,1999
1632 W Ohio St,,Sold,Single Family,880000,08/14/20,3,4,3100,Y,N/A,2014
1516 W Ohio St #3,,Sold,Condo,800000,06/15/20,4,3,No Data,Y,283,2020
1424 N Noble St,,Sold,N/A,575000,08/13/19,3,N/A,N/A,N/A,N/A,N/A
222 N Halsted St,,Sold,Single Family,50300000,09/18/19,,--,,N,N/A,Data
737 W Washington Blvd APT 1203,,Sold,Condo,540000,07/10/20,2,3,No Data,Y,818,2003
1118 W Fulton Market APT 308,,Sold,Condo,685000,08/05/19,,--,,N,513,1920
1040 W Randolph St,,Sold,Single Family,33000000,08/12/19,,--,,N,64,1935
1517 W Superior St #3,,Sold,Condo,743000,06/23/20,4,3,No Data,Y,150,2016
1118 W Fulton Market APT 201,,Sold,Condo,349000,07/19/20,,--,,N,513,1920
2037 W Erie St APT 2,,Sold,Condo,395000,11/17/19,2,2,1300,N,205,2001
1460 W Ohio St APT 1F,,Sold,Condo,347500,05/27/20,2,2,1552,Y,212,1904
740 W Fulton St APT 1004,,Sold,Condo,320000,08/14/19,1,1,800,Y,428,2007
1810 W Huron St,,Sold,Single Family,690625,08/07/19,4,3,2374,Y,N/A,1874
2556 W Huron St,,Sold,Single Family,1125000,08/05/19,5,4,5000,Y,N/A,1996
2133 W Race Ave,,Sold,Single Family,682000,09/16/20,3,2,No Data,Y,N/A,1885
1614 W Grand Ave,,Sold,Condo,399000,05/28/20,2,2,1350,Y,171,2006
1517 W Ohio St APT 1R,,Sold,Condo,305000,10/10/19,2,2,1200,Y,205,2017
11 N Green St UNIT 3D,,Sold,Condo,575000,01/16/20,2,2,1600,Y,484,1915
2325 W Erie St,,Sold,Single Family,1135000,06/21/20,5,4,3003,Y,N/A,2005
528 N Paulina St,,Sold,Single Family,705000,09/14/20,3,3,1806,Y,N/A,1885
1513 W Ohio St #2W,,Sold,Condo,574000,06/30/20,3,2,No Data,Y,220,2020
1360 W Hubbard St APT 1G,,Sold,Condo,530000,03/16/20,3,3,2600,Y,180,2004
418 N Noble St APT 4,,Sold,Condo,511000,07/12/20,2,2,1500,Y,150,2000
230 N Peoria St,,Sold,N/A,86500500,05/21/20,2,N/A,N/A,N/A,N/A,N/A
106 N Aberdeen St UNIT 3H,,Sold,Condo,321500,01/28/20,,--,,N,346,1912
1150 W Hubbard St #2W,,Sold,Condo,705000,08/21/19,,--,,N,N/A,Data
457 N Aberdeen St UNIT 1N,,Sold,Condo,567500,02/19/20,,--,,N,N/A,Data
2675 W Grand Ave #104,,Sold,Condo,1500000,07/31/19,,--,,N,193,1946
1364 W Huron St,,Sold,N/A,320000,12/04/19,2,N/A,N/A,N/A,N/A,N/A
1633 W Huron St APT 1F,,Sold,Apartment,475000,06/04/20,3,2,,N,248,1890
1000 W Washington Blvd #63AB,,Sold,Condo,35000,05/17/20,,--,,N,989,1907
720 W Randolph St APT 1004,,Sold,Condo,337500,04/01/20,1,2,No Data,Y,341,2003
720 W Randolph St APT 605,,Sold,Condo,327500,07/01/20,1,2,900,Y,348,2003
740 W Fulton St APT 705,,Sold,Condo,390000,06/23/20,2,2,1100,Y,562,2005
1260 W Washington Blvd APT 605,,Sold,Condo,572000,08/07/20,2,2,1292,Y,441,2002
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,Contact manager,N/A,N/A,1,1.,,"Pets:Cats, large dogs, small dogs",1,ondo
1147 W Ohio St APT 402,,Sold,Condo,318000,09/10/19,1,1,1400,Y,247,1873
23 N Green St UNIT 405,,Sold,Condo,475000,07/06/20,2,2,1314,Y,422,1900
1400 W Fulton St,,Sold,Single Family,300000,03/08/20,,--,,N,N/A,1982
1050 W Hubbard St APT 1D,,Sold,Condo,18000,02/27/20,,--,,N,N/A,Data
740 W Fulton St APT 901,,Sold,Condo,560000,09/16/19,2,2,1300,Y,687,2007
1649 W Grand Ave,,Sold,Condo,625000,02/24/20,,--,,N,N/A,Data
106 N Aberdeen St UNIT 5B,,Sold,Condo,320000,04/27/20,1,2,900,Y,350,1915
457 N Aberdeen St APT 1N,,Sold,Condo,567500,02/13/20,3,3,2000,Y,291,2017
504 N Hermitage Ave #3N,,Sold,Condo,589000,08/14/20,3,2,No Data,Y,217,2020
1050 W Hubbard St APT 1B,,Sold,Condo,435000,10/01/19,,--,,N,469,Data
2158 W Grand Ave UNIT 407,,Sold,Condo,360000,07/31/19,2,2,1413,Y,341,2003
1905 W Chicago Ave APT 2,,Sold,Condo,392000,10/21/19,2,2,1600,Y,147,2004
11 N Green St #3CD,,Sold,Condo,1075000,07/24/20,3,3,3000,Y,825,Data
2046 W Superior St,,Sold,Single Family,995000,09/03/20,4,4,3100,Y,N/A,2014
2131 W Huron St,,Sold,Single Family,1299000,04/23/20,5,4,4200,Y,N/A,2019
1459 W Superior St #1E,,Sold,Condo,772500,03/27/20,4,3,2800,Y,200,2019
1400 W Fulton St,,Sold,Single Family,300000,03/08/20,,--,,N,N/A,1982
1400 W Fulton St,,Sold,Single Family,300000,03/08/20,,--,,N,N/A,1982
2135 W Chicago Ave,,Sold,Multi Family,525000,12/11/19,5,2,No Data,Y,N/A,1891
None,,,Contact manager,N/A,N/A,3,2.,,"Pets:Cats, small dogs",1,ondo
1925 W Race Ave,,Sold,Single Family,1057500,08/27/20,4,4,3500,Y,N/A,2007
1731 W Erie St APT 1,,Sold,Condo,710000,04/17/20,3,3,No Data,Y,175,2020
2154 W Lake St,,Sold,N/A,1300000,08/19/19,0,N/A,N/A,N/A,N/A,N/A
650 N Wood St #P-3,,Sold,Single Family,460000,08/04/19,,--,,N,266,1906
737 W Washington Blvd #P2013,,Sold,Single Family,685000,12/15/19,,--,,N,105,2000
720 W Washington Blvd,,Sold,Single Family,11000000,12/04/19,,--,,N,N/A,1899
222 N Halsted St,,Sold,Single Family,50300000,09/18/19,,--,,N,N/A,Data
1474 W Ohio St #2,,Sold,Condo,585000,08/18/20,3,2,750,Y,200,2020
1455 W Grand Ave APT 2,,Sold,Condo,396500,05/19/20,2,2,1500,Y,212,1999
2025 W Erie St APT 3R,,Sold,Condo,255500,04/14/20,2,1,No Data,Y,198,1890
737 W Washington Blvd #P2014,,Sold,Single Family,685000,12/15/19,,--,,N,105,2000
1415 W Chicago Ave UNIT 2,,Sold,Condo,505000,09/03/20,3,--,,N,N/A,Data
1923 W Chicago Ave APT 2,,Sold,Condo,500000,03/31/20,3,2,No Data,Y,150,2007
1533 W Superior St #1SN,,Sold,Condo,599900,02/03/20,3,3,2300,Y,130,2019
215 N Aberdeen St UNIT 312A,,Sold,Condo,540000,09/26/19,2,2,1500,Y,482,Data
1516 W Huron St #1,,Sold,Condo,765000,08/03/20,4,3,No Data,Y,223,2018
None,,,Contact manager,N/A,N/A,2,1,,"Pets:Cats, small dogs",N/A,ment
615 N Noble St APT 3N,,Sold,Condo,380000,06/16/20,2,2,1200,Y,225,1998
1801 W Chicago Ave #2E,,Sold,Condo,650000,10/31/19,,--,,N,N/A,Data
2515 W Chicago Ave #4,,Sold,Condo,529000,04/30/20,3,2,1500,Y,237,2013
1927 W Chicago Ave APT 1R,,Sold,Condo,1500,10/01/19,1,1,,Y,N/A,Data
2047 W Erie St,,Sold,Single Family,1075000,09/05/19,4,4,3800,Y,N/A,2004
1513 W Ohio St #3W,,Sold,Condo,655000,07/21/20,3,2,No Data,Y,220,2020
1214 W Hubbard St #1,,Sold,Condo,999000,01/08/20,4,3,2700,Y,170,2019
1653 W Huron St APT 2W,,Sold,Condo,385000,05/19/20,2,2,No Data,Y,177,2001
1411 W Ohio St #3F3F,,Sold,Condo,240000,09/12/19,1,1,700,Y,128,1894
None,,,Contact manager,N/A,N/A,1,1,,"Pets:Cats, large dogs, small dogs",N/A,ment
2604 W Superior St,,Sold,Multi Family,492500,10/30/19,4,2,1360,Y,N/A,1882
2151 W Erie St,,Sold,Townhouse,639900,08/25/20,3,3,1800,Y,N/A,1887
2207 W Chicago Ave APT 4E,,Sold,Condo,582000,10/01/19,3,2,1650,Y,250,2012
1260 W Washington Blvd APT 601,,Sold,Condo,527450,08/04/20,2,2,No Data,Y,444,1998
1445 W Grand Ave APT 2E,,Sold,Condo,517000,07/15/20,3,2,1800,Y,202,2007
1000 W Washington Blvd UNIT 306,,Sold,Condo,580000,11/12/19,2,2,1330,Y,686,1930
743 N Wood St,,Sold,Condo,532000,09/04/20,2,3,1572,Y,N/A,1997
2027 W Race Ave #2W,,Sold,Condo,490000,03/17/20,2,2,1600,Y,180,2006
413 N Morgan St,,Sold,Apartment,9350000,09/26/19,,--,,N,N/A,1994
453 N May St APT 1S,,Sold,Condo,510000,02/12/20,2,2,1560,Y,252,2005
2455 W Ohio St UNIT 3W,,Sold,Single Family,500000,08/18/20,2,2.,,Y,202,1999
2140 W Superior St,,Sold,Multi Family,660000,01/02/20,6,3,No Data,N,N/A,1920
"1276 W Washington Blvd, Des Plaines, IL ",,Sold,Apartment,40150000,11/04/19,,--,,N,N/A,1946
642 N Armour St,,Sold,Townhouse,532000,09/17/19,3,3,1120,Y,833,1993
1843 W Huron St,,Sold,Single Family,1220000,08/30/20,5,3.,4000,Y,N/A,2006
1156 W Ohio St #4W,,Sold,Condo,994000,09/16/20,3,3,2300,Y,295,2020
1455 W Grand Ave APT 1R,,Sold,Condo,298000,08/30/19,2,2,1400,Y,190,1998
2455 W Ohio St UNIT 2W,,Sold,Townhouse,455000,04/22/20,2,3,No Data,Y,202,1999
1420 W Erie St APT 2N,,Sold,Condo,242500,07/01/20,1,1,No Data,N,113,Data
541 N Artesian Ave,,Sold,Single Family,1100000,08/26/20,5,4,4300,Y,N/A,2013
2200 W Huron St #1R,,Sold,Condo,463500,05/02/20,3,3,1800,Y,125,2005
1350 W Grand Ave APT 2A,,Sold,Condo,336000,01/27/20,1,1,No Data,Y,N/A,1926
1837 W Walnut St,,Sold,N/A,86000,08/01/19,3,N/A,N/A,N/A,N/A,N/A
1445 W Grand Ave APT 3E,,Sold,Condo,495000,12/15/19,3,2,1500,N,238,2008
2058 W Erie St,,Sold,Multi Family,636000,10/21/19,8,4,897,N,N/A,1892
555 N Artesian Ave APT K,,Sold,Townhouse,350000,07/28/20,2,2,1725,Y,250,1996
529 N Claremont Ave #2,,Sold,Condo,466000,07/08/20,2,2,1050,Y,116,2016
1415 W Chicago Ave UNIT 2,,Sold,Condo,505000,09/03/20,3,2,1800,Y,286,2006
756 N Leavitt St APT 2SE,,Sold,Condo,642000,01/07/20,,--,,N,N/A,Data
23 N Green St UNIT 201,,Sold,Condo,865000,04/26/20,3,3,2100,Y,526,1900
1838 W Race Ave,,Sold,Single Family,1100000,06/03/20,4,4,2659,Y,N/A,2018
459 N Elizabeth St,,Sold,N/A,2150000,01/01/20,2,N/A,N/A,N/A,N/A,N/A
1050 W Hubbard St APT 3G,,Sold,Condo,875000,02/11/20,2,3,1800,Y,648,Data
756 N Leavitt St APT 2SE,,Sold,Condo,642000,01/04/20,3,3,1995,Y,371,2013
106 N Aberdeen St UNIT 3C,,Sold,Condo,332000,08/25/20,1,2,No Data,Y,345,1912
1810 W Erie St,,Sold,Multi Family,510000,08/15/19,6,3,675,N,N/A,1887
1718 W Superior St APT 2E,,Sold,Condo,785000,04/27/20,3,3,2300,Y,218,2005
529 N Claremont Ave APT 3,,Sold,Condo,540000,08/15/20,2,2,1382,Y,144,2016
1410 W Superior St,,Sold,Single Family,1115000,07/02/20,4,4,4200,Y,267,2007
543 N Wood St,,Sold,Single Family,1050000,07/31/20,4,5,3020,Y,N/A,2017
756 N Leavitt St APT 2NE,,Sold,Condo,635000,09/16/19,3,3,No Data,Y,387,2014
1840 W Huron St,,Sold,Multi Family,605000,08/13/19,4,4,1696,Y,N/A,1880
2016 W Race Ave,,Sold,Single Family,1128000,11/04/19,4,4,3500,Y,N/A,2005
1409 W Superior St APT 2R,,Sold,Condo,212500,08/08/19,1,1,750,N,140,1945
1406 W Ohio St APT 1,,Sold,Condo,575000,12/19/19,3,3,2222,Y,104,2006
1156 W Ohio St #4E,,Sold,Condo,1049000,11/21/19,3,3,No Data,Y,350,2019
100 N Hermitage Ave UNIT 803,,Sold,Apartment,290000,03/30/20,2,2,,Y,N/A,Data
456 N Carpenter St APT 3,,Sold,Condo,780000,09/17/20,,--,,N,N/A,Data
737 W Washington Blvd APT 2207,,Sold,Condo,685000,12/15/19,2,3,2137,Y,1192,2004
None,,,Contact manager,N/A,N/A,2,1,,"Pets:Cats, small dogs",1,ondo
2151 W Huron St,,Sold,Single Family,1100000,05/21/20,5,4,4100,Y,1,2005
1467 W Erie St #3,,Sold,Condo,545000,08/16/20,3,3,2400,Y,211,1997
728 N Elizabeth St #1,,Sold,Condo,657500,07/01/20,3,3,No Data,Y,175,2020
2026 W Grand Ave #B,,Sold,Condo,473000,06/26/20,3,3,1850,Y,315,2001
11 N Green St UNIT 4A,,Sold,Condo,950000,08/13/20,,--,,N,N/A,1915
None,,,Condo,N/A,stimate®,2,2,2000,Y,849,1882
522 N Western Ave #302,,Sold,Condo,512569,01/08/20,3,2,1700,Y,285,2019
1214 W Hubbard St #2,,Sold,Condo,1360000,08/05/19,3,3,2600,Y,170,2019
106 N Aberdeen St UNIT 3,,Sold,Condo,535000,10/27/19,1,1.,,N,N/A,1912
110 N Peoria St UNIT 404,,Sold,Condo,532000,08/06/20,2,2,1500,Y,517,1992
512 N Western Ave,,Sold,N/A,890000,03/12/20,1,N/A,N/A,N/A,N/A,N/A
612 N Oakley Ave #117,,Sold,Condo,293500,07/13/20,1,2,1100,Y,220,1998
2324 W Huron St APT 2E,,Sold,Condo,440000,04/09/20,2,2,No Data,Y,154,2013
510 N Paulina St,,Sold,Single Family,725000,10/14/19,3,3,1848,Y,N/A,1890
1513 W Ohio St #2E,,Sold,Condo,574000,07/21/20,3,2,No Data,Y,220,2020
2541 W Superior St,,Sold,Single Family,740000,12/12/19,4,4,2500,Y,N/A,2000
1000 W Washington Blvd UNIT 206,,Sold,Condo,540000,08/28/19,2,2,,Y,989,1907
2258 W Huron St UNIT J,,Sold,Condo,450000,08/25/19,2,2,1800,Y,435,1912
1244 W Huron St,,Sold,Multi Family,1300000,08/13/19,9,6,1700,Y,N/A,2018
1345 W Ancona St,,Sold,Single Family,700000,08/31/20,3,4,2600,Y,N/A,2014
650 N Wood St APT 3N,,Sold,Condo,440000,10/16/19,2,2,1425,Y,266,1906
1459 W Grand Ave #2,,Sold,Condo,570000,08/14/20,3,2,No Data,Y,175,2015
710 N Willard Ct #3,,Sold,Condo,340000,02/10/20,2,2,No Data,Y,200,2005
1856 W Race Ave,,Sold,Single Family,900000,09/11/19,4,5,3200,Y,N/A,2004
2622 W Superior St,,Sold,Single Family,745000,07/24/20,4,4,No Data,Y,N/A,1885
1734 W Erie St APT 2,,Sold,Condo,330000,05/28/20,2,1,1200,Y,175,1888
1517 W Superior St #3,,Sold,Condo,743000,08/09/20,,--,,N,N/A,Data
720 W Randolph St,,Sold,Condo,310000,05/04/20,,--,,N,776,Data
2120 W Washington Blvd APT 405,,Sold,Condo,179000,09/01/20,2,2,950,Y,382,2004
2439 W Erie St #2,,Sold,Condo,245000,11/19/19,2,1.,,Y,100,1998
520 N Western Ave,,Sold,N/A,890000,03/12/20,0,N/A,N/A,N/A,N/A,N/A
2455 W Ohio St UNIT 17W,,Sold,Townhouse,485000,04/29/20,2,3,2300,Y,216,1999
1731 W Erie St APT 2,,Sold,Condo,520000,03/13/20,2,2,No Data,Y,175,2019
None,,,Condo,N/A,"$325,000",2,2,1100,Y,120,2002
2110 W Superior St,,Sold,Single Family,1187500,06/08/20,5,4,3670,Y,N/A,1999
2207 W Chicago Ave APT 4E,,Sold,Condo,582000,10/01/19,,--,,N,N/A,Data
1224 W Ohio St #2,,Sold,Condo,540000,03/10/20,2,2,No Data,Y,181,2017
1811 W Ohio St,,Sold,Single Family,999000,07/11/20,4,4,1847,Y,N/A,2013
407 N Elizabeth St APT 105B,,Sold,Condo,495000,08/31/20,2,2,1700,Y,215,1921
715 N Ashland Ave,,Sold,Condo,750000,06/02/20,,--,,N,N/A,Data
2257 W Lake St UNIT 101,,Sold,Condo,301000,07/28/20,3,2,1639,Y,352,2007
106 N Aberdeen St UNIT 3A,,Sold,Condo,355500,03/19/20,1,2,No Data,Y,33,1912
1400 W Fulton St,,Sold,Single Family,300000,03/08/20,,--,,N,N/A,1982
1500 W Ohio St APT 1,,Sold,Condo,450000,01/28/20,2,2,1800,Y,335,2005
1714 W Superior St APT 2E,,Sold,Condo,830200,07/29/20,3,3,2300,Y,195,2005
1519 W Ohio St #2,,Sold,Multi Family,448000,03/16/20,3,2,1200,Y,120,2008
2147 W Ohio St,,Sold,Multi Family,543750,11/20/19,4,2,2465,Y,N/A,Data
1324 W Huron St APT 3F,,Sold,Condo,249000,03/27/20,2,1,751,N,135,Data
1648 W Ontario St,,Sold,Multi Family,645000,09/23/19,6,3,2400,Y,N/A,1880
914 W Kinzie St,,Sold,Single Family,7800000,12/23/19,,--,,N,N/A,2003
2004 W Huron St APT 1W,,Sold,Condo,492000,05/15/20,3,3,1900,Y,210,2007
2422 W Erie St,,Sold,Single Family,839000,04/26/20,5,4,4000,Y,N/A,2004
2258 W Huron St UNIT J,,Sold,Condo,450000,08/25/19,2,1.,,Y,415,1914
2108 W Huron St,,Sold,Single Family,1430000,07/27/20,5,5,950,Y,N/A,2020
737 W Washington Blvd APT 1803,,Sold,Condo,542000,02/09/20,,--,,N,836,2000
1203 W Superior St #2A,,Sold,Condo,530000,03/06/20,3,2,1500,Y,135,2019
2503 W Superior St,,Sold,Single Family,496000,07/26/20,3,3,1600,Y,N/A,1920
1310 W Ohio St APT 1S,,Sold,Condo,255000,07/29/20,1,1,900,Y,185,1893
1355 W Erie St #2,,Sold,Condo,400000,12/02/19,2,2,1000,Y,160,2006
1326 W Huron St APT 4,,Sold,Condo,438000,07/10/20,2,2,1500,Y,194,2000
2120 W Washington Blvd APT 402,,Sold,Condo,190000,07/01/20,2,2,950,Y,382,1928
1715 W Ohio St UNIT 3N,,Sold,Condo,638500,04/01/20,3,2,1800,Y,423,2005
519 N Wood St,,Sold,Single Family,855000,03/18/20,4,4,3000,Y,N/A,2014
1455 W Grand Ave APT 1B,,Sold,Condo,298000,09/10/19,2,2,1400,Y,161,1998
2450 W Ohio St,,Sold,Single Family,1299000,07/30/20,5,4,4200,Y,N/A,2019
